marka,model,motor_donanim,kasa_tipi,yakit_tipi,sanziman,kullanim_amaci,fiyat_tl,donanim_skor,guvenlik_skor,performans_skor,konfor_skor,ikinci_el_skor,tuketim_kwh,ev_sarj_tl,yillik_mtv,yillik_sigorta,yillik_bakim,ortalama_tuketim,beygir_gucu,tork_nm,hizlanma_0_100s,elektrikli_menzil_km,gövde_uzunlugu_mm,bagaj_hacmi_lt,marka_sitesi
Nissan,Qashqai,1.3 DIG-T Platinum Premium,SUV,Benzin,Otomatik,Aile/Lüks,2550000,4.5,5.0,3.8,4.8,4.5,0,0,9500,15500,10500,6.5,158,270,9.5,0,4425,504,https://www.nissan.com.tr
Nissan,Qashqai,e-Power Skypack,SUV,Hibrit,Otomatik,Aile/Hibrit,2650000,4.5,4.8,4.0,4.5,4.2,0,0,9500,16000,11000,5.4,190,330,7.9,0,4425,504,https://www.nissan.com.tr
Nissan,Qashqai,e-Power Platinum,SUV,Hibrit,Otomatik,Aile/Hibrit Lüks,2950000,4.8,5.0,4.0,4.8,4.2,0,0,9500,17500,12000,5.4,190,330,7.9,0,4425,504,https://www.nissan.com.tr
Nissan,X-Trail,1.5 VC-Turbo Skypack,SUV,Benzin,Otomatik,Aile/4x4 Giriş,3250000,4.5,5.0,4.2,4.5,4.0,0,0,16000,20000,13000,7.2,163,300,9.6,0,4680,575,https://www.nissan.com.tr
Nissan,X-Trail,1.5 VC-Turbo Platinum,SUV,Benzin,Otomatik,Aile/4x4 Lüks,3550000,4.8,5.0,4.2,4.8,4.0,0,0,16000,22000,14000,7.2,163,300,9.6,0,4680,575,https://www.nissan.com.tr
Nissan,X-Trail,e-4ORCE Skypack,SUV,Hibrit,Otomatik,Aile/Elektrikli 4x4,3750000,4.8,5.0,4.5,4.8,4.0,0,0,16000,23000,15000,6.5,213,330,7.0,0,4680,575,https://www.nissan.com.tr
Nissan,X-Trail,e-4ORCE Platinum Premium,SUV,Hibrit,Otomatik,Aile/Full,4150000,5.0,5.0,4.5,5.0,4.0,0,0,16000,25000,16000,6.5,213,330,7.0,0,4680,575,https://www.nissan.com.tr
Honda,City,1.5 Elegance,Sedan,Benzin,Otomatik,Şehir/Giriş,1350000,3.5,3.8,3.0,3.5,4.5,0,0,6000,8500,6000,6.2,121,145,10.5,0,4553,519,https://www.honda.com.tr
Honda,City,1.5 Executive,Sedan,Benzin,Otomatik,Şehir/Dolu,1480000,3.8,4.0,3.0,3.8,4.5,0,0,6000,9000,6500,6.2,121,145,10.5,0,4553,519,https://www.honda.com.tr
Honda,Civic,1.5 VTEC Turbo Elegance,Sedan,Benzin,Otomatik,Aile/Giriş,2150000,4.2,4.5,4.0,4.2,4.8,0,0,9500,13000,8500,6.5,182,240,7.8,0,4677,512,https://www.honda.com.tr
Honda,Civic,1.5 VTEC Turbo Executive+,Sedan,Benzin,Otomatik,Aile/Dolu,2350000,4.5,4.8,4.0,4.5,4.8,0,0,9500,14500,9500,6.5,182,240,7.8,0,4677,512,https://www.honda.com.tr
Honda,HR-V,e:HEV Elegance,SUV,Hibrit,Otomatik,Şehir/Hibrit,2050000,4.2,4.5,3.5,4.0,4.2,0,0,6500,12500,8500,5.4,131,253,10.6,0,4340,335,https://www.honda.com.tr
Honda,HR-V,e:HEV Advance,SUV,Hibrit,Otomatik,Şehir/Hibrit Lüks,2250000,4.5,4.8,3.5,4.2,4.2,0,0,6500,13500,9500,5.4,131,253,10.6,0,4340,335,https://www.honda.com.tr
Honda,HR-V,e:HEV Style,SUV,Hibrit,Otomatik,Şehir/Hibrit Stil,2350000,4.8,4.8,3.5,4.2,4.2,0,0,6500,14000,10000,5.4,131,253,10.6,0,4340,335,https://www.honda.com.tr
Honda,ZR-V,e:HEV Advance,SUV,Hibrit,Otomatik,Aile/Hibrit Performans,2950000,4.8,5.0,4.0,4.8,4.0,0,0,10000,17000,11000,5.8,184,315,8.0,0,4568,380,https://www.honda.com.tr
Honda,CR-V,e:HEV Advance,SUV,Hibrit,Otomatik,Aile/Lüks Hibrit,4250000,5.0,5.0,4.2,5.0,4.2,0,0,18000,25000,15000,5.5,184,335,9.0,0,4600,520,https://www.honda.com.tr
Togg,T10X,V1 RWD Standart Menzil,SUV,Elektrikli,Otomatik,Aile/Giriş,1800000,4.5,5.0,4.0,4.2,4.5,16.7,4.0,9000,12000,4000,0,218,350,7.8,314,4600,441,https://www.togg.com.tr
Togg,T10X,V2 RWD Standart Menzil,SUV,Elektrikli,Otomatik,Aile/Dolu,2050000,4.8,5.0,4.0,4.5,4.8,16.7,4.0,9000,13500,4500,0,218,350,7.8,314,4600,441,https://www.togg.com.tr
Togg,T10X,V2 RWD Uzun Menzil,SUV,Elektrikli,Otomatik,Menzil/Lüks,2400000,4.8,5.0,4.2,4.5,4.8,16.9,4.0,12000,16000,5000,0,218,350,7.8,523,4600,441,https://www.togg.com.tr
Tesla,Model Y,RWD,SUV,Elektrikli,Otomatik,Teknoloji/Giriş,2300000,5.0,5.0,4.8,4.5,4.8,15.7,4.5,12000,16000,3500,0,299,420,7.5,455,4750,854,https://www.tesla.com/tr_tr
Tesla,Model Y,Long Range AWD,SUV,Elektrikli,Otomatik,Performans/Menzil,3700000,5.0,5.0,5.0,4.5,4.8,16.9,4.5,18000,24000,4500,0,514,493,5.0,533,4750,854,https://www.tesla.com/tr_tr
Tesla,Model Y,Performance AWD,SUV,Elektrikli,Otomatik,Spor/Hız,4100000,5.0,5.0,5.0,4.2,4.8,17.5,4.5,18000,26000,5000,0,534,660,3.7,514,4750,854,https://www.tesla.com/tr_tr
BYD,Atto 3,Design,SUV,Elektrikli,Otomatik,Aile/Elektrik,1900000,4.5,5.0,4.0,4.5,4.0,15.6,4.0,8000,12000,4000,0,204,310,7.3,420,4455,440,https://www.byd.com.tr
BYD,Seal U,DM-i Design,SUV,Plug-in Hibrit,Otomatik,Menzil/Giriş,2500000,4.8,5.0,4.2,4.8,4.0,18.0,4.2,11000,16000,6000,1.0,218,300,8.9,80,4775,552,https://www.byd.com.tr
BYD,Han,Executive,Sedan,Elektrikli,Otomatik,Lüks/Performans,4500000,5.0,5.0,5.0,5.0,3.8,18.5,4.5,20000,28000,8000,0,517,700,3.9,521,4995,410,https://www.byd.com.tr
MG,ZS,1.5 Comfort,SUV,Benzin,Manuel,Aile/Ekonomik,1350000,3.8,4.0,3.2,3.5,3.8,0,0,5000,8500,5500,6.6,106,141,10.9,0,4323,448,https://www.mg-turkey.com
MG,ZS,1.0 T-GDI Luxury,SUV,Benzin,Otomatik,Aile/Konfor,1650000,4.2,4.0,3.5,3.8,3.8,0,0,5000,9500,6000,7.2,111,160,12.4,0,4323,448,https://www.mg-turkey.com
MG,HS,1.5 T-GDI Comfort,SUV,Benzin,Otomatik,Aile/Geniş,1850000,4.2,4.8,4.0,4.2,4.0,0,0,8500,11500,7000,7.6,162,250,9.9,0,4574,463,https://www.mg-turkey.com
MG,HS,1.5 T-GDI Luxury,SUV,Benzin,Otomatik,Aile/Lüks,2050000,4.5,5.0,4.0,4.5,4.0,0,0,8500,12500,7500,7.6,162,250,9.9,0,4574,463,https://www.mg-turkey.com
MG,MG4,Comfort,Hatchback,Elektrikli,Otomatik,Genç/Elektrik,1650000,4.2,5.0,4.5,4.0,4.0,16.0,4.0,8000,10500,3500,0,170,250,7.7,350,4287,363,https://www.mg-turkey.com
MG,MG4,Luxury,Hatchback,Elektrikli,Otomatik,Genç/Menzil,1850000,4.5,5.0,4.8,4.2,4.0,16.0,4.0,8000,11500,4000,0,204,250,7.9,435,4287,363,https://www.mg-turkey.com
Mercedes-Benz,A Serisi,A200 AMG,Hatchback,Benzin,Otomatik,Genç/Premium,2850000,4.8,4.8,4.0,4.2,4.8,0,0,10000,17000,9000,6.0,163,250,8.2,0,4419,355,https://www.mercedes-benz.com.tr
Mercedes-Benz,A Serisi,A200 Sedan AMG,Sedan,Benzin,Otomatik,Genç/Sedan,2950000,4.8,4.8,4.0,4.5,4.8,0,0,10000,17500,9500,6.0,163,250,8.3,0,4549,405,https://www.mercedes-benz.com.tr
Mercedes-Benz,CLA,200 AMG,Sedan,Benzin,Otomatik,Genç/Stil,3500000,5.0,4.8,4.0,4.5,4.8,0,0,18000,21000,11000,6.5,163,250,8.2,0,4688,460,https://www.mercedes-benz.com.tr
Mercedes-Benz,GLA,200 Progressive,SUV,Benzin,Otomatik,Şehir/Lüks,3250000,4.8,4.8,4.0,4.5,4.5,0,0,16000,19000,10000,6.8,163,250,8.7,0,4410,435,https://www.mercedes-benz.com.tr
Mercedes-Benz,GLB,200 Progressive,SUV,Benzin,Otomatik,Aile/7 Kişilik Premium,3550000,4.8,5.0,4.0,4.8,4.5,0,0,16000,21000,11000,7.5,163,250,9.7,0,4634,570,https://www.mercedes-benz.com.tr
Mercedes-Benz,C Serisi,C200 4MATIC Avantgarde,Sedan,Benzin,Otomatik,Lüks/Konfor,4100000,5.0,5.0,4.5,5.0,5.0,0,0,25000,28000,14000,7.2,204,300,7.1,0,4751,455,https://www.mercedes-benz.com.tr
Mercedes-Benz,C Serisi,C200 4MATIC AMG,Sedan,Benzin,Otomatik,Lüks/Spor,4350000,5.0,5.0,4.5,5.0,5.0,0,0,25000,29500,15000,7.2,204,300,7.1,0,4751,455,https://www.mercedes-benz.com.tr
Mercedes-Benz,E Serisi,E180 Exclusive,Sedan,Benzin,Otomatik,Makam/Prestij,5500000,5.0,5.0,4.5,5.0,4.8,0,0,30000,38000,20000,7.5,170,250,8.9,0,4935,540,https://www.mercedes-benz.com.tr
Mercedes-Benz,E Serisi,E220d 4MATIC Exclusive,Sedan,Dizel,Otomatik,Makam/Dizel,6800000,5.0,5.0,4.8,5.0,4.8,0,0,40000,45000,25000,5.5,197,440,7.6,0,4935,540,https://www.mercedes-benz.com.tr
Mercedes-Benz,EQA,250+,SUV,Elektrikli,Otomatik,Şehir/Elektrik Lüks,3200000,4.8,5.0,4.0,4.8,4.5,16.5,5.0,16000,19000,6000,0,190,385,8.6,530,4463,340,https://www.mercedes-benz.com.tr
Mercedes-Benz,EQB,250+,SUV,Elektrikli,Otomatik,Aile/Elektrik 7 Kişilik,3450000,4.8,5.0,4.0,4.8,4.2,17.0,5.0,17000,20000,6500,0,190,385,8.9,480,4684,495,https://www.mercedes-benz.com.tr
Mercedes-Benz,EQE,350+ AMG,Sedan,Elektrikli,Otomatik,Lüks/Elektrik,5200000,5.0,5.0,4.5,5.0,4.5,16.8,5.5,25000,32000,8000,0,292,565,6.4,613,4946,430,https://www.mercedes-benz.com.tr
BMW,1 Serisi,118i Sport Line,Hatchback,Benzin,Otomatik,Genç/Premium,2650000,4.2,4.5,3.8,4.2,4.8,0,0,9000,15500,9000,6.0,136,220,8.9,0,4319,380,https://www.bmw.com.tr
BMW,1 Serisi,118i M Sport,Hatchback,Benzin,Otomatik,Genç/Spor,2850000,4.5,4.5,3.8,4.0,4.8,0,0,9000,16500,9500,6.0,136,220,8.9,0,4319,380,https://www.bmw.com.tr
BMW,2 Serisi Gran Coupe,218i Sport Line,Sedan,Benzin,Otomatik,Genç/Stil,2750000,4.5,4.5,3.8,4.2,4.8,0,0,9000,16000,9000,6.0,136,220,9.1,0,4526,430,https://www.bmw.com.tr
BMW,2 Serisi Gran Coupe,218i M Sport,Sedan,Benzin,Otomatik,Genç/Spor Sedan,2950000,4.8,4.5,3.8,4.0,4.8,0,0,9000,17000,9500,6.0,136,220,9.1,0,4526,430,https://www.bmw.com.tr
BMW,3 Serisi,320i Sedan Sport Line,Sedan,Benzin,Otomatik,Lüks/Giriş,4050000,5.0,5.0,4.8,4.8,5.0,0,0,24000,28000,13000,7.5,170,250,7.4,0,4713,480,https://www.bmw.com.tr
BMW,3 Serisi,320i Sedan M Sport,Sedan,Benzin,Otomatik,Lüks/Spor,4300000,5.0,5.0,4.8,4.8,5.0,0,0,24000,29500,14000,7.5,170,250,7.4,0,4713,480,https://www.bmw.com.tr
BMW,4 Serisi Gran Coupe,420i M Sport,Sedan,Benzin,Otomatik,Tasarım/Coupe,4800000,5.0,5.0,4.8,4.5,4.8,0,0,25000,32000,15000,7.5,170,250,7.9,0,4783,470,https://www.bmw.com.tr
BMW,5 Serisi,520d xDrive Luxury Line,Sedan,Dizel,Otomatik,Makam/Konfor,6500000,5.0,5.0,4.8,5.0,4.8,0,0,35000,42000,20000,5.6,197,400,7.3,0,5060,520,https://www.bmw.com.tr
BMW,5 Serisi,520d xDrive M Sport,Sedan,Dizel,Otomatik,Makam/Spor,6800000,5.0,5.0,4.8,5.0,4.8,0,0,35000,44000,21000,5.6,197,400,7.3,0,5060,520,https://www.bmw.com.tr
BMW,X1,sDrive18i X-Line,SUV,Benzin,Otomatik,Aile/Premium,3200000,4.5,4.8,3.8,4.5,4.8,0,0,15000,20000,10000,6.5,136,230,9.2,0,4500,540,https://www.bmw.com.tr
BMW,X1,sDrive18i M Sport,SUV,Benzin,Otomatik,Aile/Spor,3400000,4.8,4.8,3.8,4.2,4.8,0,0,15000,21000,10500,6.5,136,230,9.2,0,4500,540,https://www.bmw.com.tr
BMW,iX1,xDrive30 X-Line,SUV,Elektrikli,Otomatik,Aile/Elektrikli,3850000,5.0,5.0,4.8,4.5,4.5,18.0,5.0,20000,26000,7000,0,313,494,5.6,440,4500,490,https://www.bmw.com.tr
BMW,iX1,xDrive30 M Sport,SUV,Elektrikli,Otomatik,Aile/Spor Elektrik,4050000,5.0,5.0,4.8,4.5,4.5,18.0,5.0,20000,27000,7500,0,313,494,5.6,440,4500,490,https://www.bmw.com.tr
BMW,i4,eDrive40 M Sport,Sedan,Elektrikli,Otomatik,Performans/Elektrik,4600000,5.0,5.0,5.0,4.8,4.2,17.5,5.5,22000,30000,8000,0,340,430,5.7,590,4783,470,https://www.bmw.com.tr
Audi,A3 Sportback,35 TFSI Advanced,Hatchback,Benzin,Otomatik,Premium/Pratik,2300000,4.2,4.8,4.0,4.5,4.8,0,0,9000,14000,8500,5.8,150,250,8.4,0,4343,380,https://www.audi.com.tr
Audi,A3 Sportback,35 TFSI S Line,Hatchback,Benzin,Otomatik,Premium/Spor,2500000,4.5,4.8,4.0,4.2,4.8,0,0,9000,15000,9000,5.8,150,250,8.4,0,4343,380,https://www.audi.com.tr
Audi,A3 Sedan,35 TFSI Advanced,Sedan,Benzin,Otomatik,Premium/Konfor,2400000,4.2,4.8,4.0,4.5,4.8,0,0,9000,14500,8500,5.8,150,250,8.4,0,4495,425,https://www.audi.com.tr
Audi,A3 Sedan,35 TFSI S Line,Sedan,Benzin,Otomatik,Premium/Stil,2600000,4.5,4.8,4.0,4.2,4.8,0,0,9000,15500,9000,5.8,150,250,8.4,0,4495,425,https://www.audi.com.tr
Audi,A4 Sedan,40 TDI Advanced,Sedan,Dizel,Otomatik,Kurumsal/Konfor,3800000,4.5,5.0,4.5,4.8,4.2,0,0,20000,25000,13000,5.5,204,400,7.4,0,4762,460,https://www.audi.com.tr
Audi,A4 Sedan,40 TDI S Line,Sedan,Dizel,Otomatik,Kurumsal/Spor,4100000,4.8,5.0,4.5,4.5,4.2,0,0,20000,27000,14000,5.5,204,400,7.4,0,4762,460,https://www.audi.com.tr
Audi,A5 Sportback,40 TDI Advanced,Sedan,Dizel,Otomatik,Tasarım/Konfor,4400000,4.8,5.0,4.5,4.8,4.0,0,0,22000,30000,15000,5.9,204,400,7.0,0,4757,465,https://www.audi.com.tr
Audi,A5 Sportback,40 TDI S Line,Sedan,Dizel,Otomatik,Tasarım/Spor,4700000,5.0,5.0,4.5,4.5,4.0,0,0,22000,32000,16000,5.9,204,400,7.0,0,4757,465,https://www.audi.com.tr
Audi,A6 Sedan,40 TDI Advanced,Sedan,Dizel,Otomatik,Makam/Konfor,5800000,5.0,5.0,4.5,5.0,4.5,0,0,30000,40000,18000,5.8,204,400,8.1,0,4939,530,https://www.audi.com.tr
Audi,A6 Sedan,40 TDI S Line,Sedan,Dizel,Otomatik,Makam/Spor,6200000,5.0,5.0,4.5,4.8,4.5,0,0,30000,42000,19000,5.8,204,400,8.1,0,4939,530,https://www.audi.com.tr
Audi,Q2,35 TFSI Advanced,SUV,Benzin,Otomatik,Şehir/Premium,2200000,4.0,4.5,3.8,4.0,4.5,0,0,8000,13000,8000,6.0,150,250,8.6,0,4208,405,https://www.audi.com.tr
Audi,Q2,35 TFSI S Line,SUV,Benzin,Otomatik,Şehir/Spor,2400000,4.2,4.5,3.8,3.8,4.5,0,0,8000,14000,8500,6.0,150,250,8.6,0,4208,405,https://www.audi.com.tr
Audi,Q3,35 TFSI Advanced,SUV,Benzin,Otomatik,Aile/Konfor,3000000,4.5,4.8,4.0,4.5,4.2,0,0,12000,18000,10000,6.5,150,250,9.4,0,4485,530,https://www.audi.com.tr
Audi,Q3,35 TFSI S Line,SUV,Benzin,Otomatik,Aile/Spor,3200000,4.8,4.8,4.0,4.2,4.2,0,0,12000,19000,10500,6.5,150,250,9.4,0,4485,530,https://www.audi.com.tr
Audi,Q8 e-tron,55 Quattro Advanced,SUV,Elektrikli,Otomatik,Lüks/Konfor,7500000,5.0,5.0,5.0,5.0,4.0,22.0,6.0,35000,45000,10000,0,408,664,5.6,530,4915,569,https://www.audi.com.tr
Audi,Q8 e-tron,55 Quattro S Line,SUV,Elektrikli,Otomatik,Lüks/Spor,8000000,5.0,5.0,5.0,4.8,4.0,22.0,6.0,35000,48000,12000,0,408,664,5.6,530,4915,569,https://www.audi.com.tr
Volvo,XC40,T2 Momentum,SUV,Benzin,Otomatik,Güvenlik/Giriş,2850000,4.5,5.0,3.8,4.5,4.5,0,0,14000,18000,10000,7.0,129,245,10.9,0,4425,452,https://www.volvocars.com/tr
Volvo,XC40,T2 R-Design,SUV,Benzin,Otomatik,Güvenlik/Spor,3100000,4.8,5.0,3.8,4.2,4.5,0,0,14000,20000,11000,7.0,129,245,10.9,0,4425,452,https://www.volvocars.com/tr
Volvo,XC40,T2 Inscription,SUV,Benzin,Otomatik,Güvenlik/Konfor,3100000,4.8,5.0,3.8,4.8,4.5,0,0,14000,20000,11000,7.0,129,245,10.9,0,4425,452,https://www.volvocars.com/tr
Volvo,C40 Recharge,Single Motor,SUV,Elektrikli,Otomatik,Tasarım/Giriş,2600000,4.8,5.0,4.5,4.5,4.0,17.0,4.0,10000,16000,4000,0,238,420,7.4,470,4440,413,https://www.volvocars.com/tr
Volvo,C40 Recharge,Twin Motor,SUV,Elektrikli,Otomatik,Performans/Lüks,3200000,5.0,5.0,5.0,4.5,4.0,18.5,4.5,12000,20000,5000,0,408,660,4.7,450,4440,413,https://www.volvocars.com/tr
Volvo,XC60,B5 AWD Plus,SUV,Dizel,Otomatik,Aile/Lüks,5200000,5.0,5.0,4.5,5.0,4.5,0,0,22000,32000,15000,6.5,235,480,7.1,0,4688,483,https://www.volvocars.com/tr
Volvo,XC60,B5 AWD Ultimate,SUV,Dizel,Otomatik,Aile/Full,5800000,5.0,5.0,4.5,5.0,4.5,0,0,22000,35000,16000,6.5,235,480,7.1,0,4688,483,https://www.volvocars.com/tr
Volvo,XC90,B5 AWD Plus,SUV,Dizel,Otomatik,Lüks/7 Kişilik,7500000,5.0,5.0,4.5,5.0,4.5,0,0,35000,45000,22000,7.0,235,480,7.6,0,4953,692,https://www.volvocars.com/tr
Volvo,XC90,B5 AWD Ultimate,SUV,Dizel,Otomatik,Lüks/Full,8200000,5.0,5.0,4.5,5.0,4.5,0,0,35000,48000,24000,7.0,235,480,7.6,0,4953,692,https://www.volvocars.com/tr
Land Rover,Defender,110 P300 S,SUV,Benzin,Otomatik,Arazi/Giriş,8500000,5.0,5.0,4.8,4.5,4.8,0,0,40000,50000,25000,11.5,300,400,7.4,0,5018,857,https://www.landrover.com.tr
Land Rover,Defender,110 P300 SE,SUV,Benzin,Otomatik,Arazi/Orta,9200000,5.0,5.0,4.8,4.8,4.8,0,0,40000,55000,28000,11.5,300,400,7.4,0,5018,857,https://www.landrover.com.tr
Land Rover,Defender,110 P300 HSE,SUV,Benzin,Otomatik,Arazi/Lüks,10000000,5.0,5.0,4.8,5.0,4.8,0,0,40000,60000,30000,11.5,300,400,7.4,0,5018,857,https://www.landrover.com.tr
Land Rover,Range Rover Evoque,P250 SE,SUV,Benzin,Otomatik,Şehir/Lüks,5500000,4.8,5.0,4.2,4.8,4.2,0,0,20000,35000,18000,8.5,249,365,7.6,0,4371,591,https://www.landrover.com.tr
Land Rover,Range Rover Evoque,P250 R-Dynamic SE,SUV,Benzin,Otomatik,Şehir/Spor,5800000,4.8,5.0,4.2,4.5,4.2,0,0,20000,37000,19000,8.5,249,365,7.6,0,4371,591,https://www.landrover.com.tr
Porsche,Macan,2.0,SUV,Benzin,Otomatik,Spor/Giriş,6800000,5.0,5.0,4.8,4.5,4.8,0,0,25000,35000,18000,9.0,265,400,6.2,0,4726,488,https://www.porsche.com/turkey/
Porsche,Macan,T,SUV,Benzin,Otomatik,Spor/Hafif,7200000,5.0,5.0,4.8,4.2,4.8,0,0,25000,38000,20000,9.0,265,400,6.2,0,4726,488,https://www.porsche.com/turkey/
Porsche,Macan,S,SUV,Benzin,Otomatik,Spor/Güçlü,8500000,5.0,5.0,5.0,4.5,4.8,0,0,30000,45000,25000,9.5,380,520,4.6,0,4726,488,https://www.porsche.com/turkey/
Porsche,Taycan,4S,Sedan,Elektrikli,Otomatik,Spor/Elektrik,10500000,5.0,5.0,5.0,4.8,4.5,20.0,6.0,50000,60000,15000,0,530,640,4.0,500,4963,407,https://www.porsche.com/turkey/
Porsche,Taycan,Turbo,Sedan,Elektrikli,Otomatik,Spor/Hiper,13500000,5.0,5.0,5.0,4.8,4.5,22.0,6.5,50000,80000,20000,0,680,850,3.2,450,4963,366,https://www.porsche.com/turkey/
Cupra,Formentor,1.5 TSI,SUV,Benzin,Otomatik,Tasarım/Giriş,2450000,4.8,4.8,4.2,4.0,4.2,0,0,12000,16000,9000,6.8,150,250,8.9,0,4450,450,https://www.cupraofficial.com.tr
Cupra,Formentor,1.5 TSI VZ-Line,SUV,Benzin,Otomatik,Tasarım/Spor,2650000,5.0,4.8,4.2,4.0,4.2,0,0,12000,17500,10000,6.8,150,250,8.9,0,4450,450,https://www.cupraofficial.com.tr
Cupra,Leon,1.5 eTSI,Hatchback,Hibrit,Otomatik,Spor/Giriş,2100000,4.5,4.5,4.0,4.0,3.8,0,0,9000,14000,8000,6.0,150,250,8.7,0,4398,380,https://www.cupraofficial.com.tr
Cupra,Leon,1.5 eTSI VZ-Line,Hatchback,Hibrit,Otomatik,Spor/Dolu,2300000,4.8,4.5,4.0,4.0,3.8,0,0,9000,15500,9000,6.0,150,250,8.7,0,4398,380,https://www.cupraofficial.com.tr
Cupra,Ateca,1.5 TSI,SUV,Benzin,Otomatik,Aile/Spor,2550000,4.5,4.8,4.0,4.2,4.0,0,0,10000,16000,9500,6.5,150,250,8.6,0,4381,485,https://www.cupraofficial.com.tr
Seat,Ibiza,1.0 EcoTSI Style,Hatchback,Benzin,Otomatik,Şehir/Giriş,1450000,3.8,4.0,3.0,3.5,4.5,0,0,5500,8500,6000,5.5,110,200,10.0,0,4059,355,https://www.seat.com.tr
Seat,Ibiza,1.0 EcoTSI FR,Hatchback,Benzin,Otomatik,Şehir/Spor,1600000,4.2,4.0,3.0,3.2,4.5,0,0,5500,9500,6500,5.5,110,200,10.0,0,4059,355,https://www.seat.com.tr
Seat,Arona,1.0 EcoTSI Style,SUV,Benzin,Otomatik,Şehir/Crossover,1550000,3.8,4.2,3.2,3.8,4.2,0,0,6000,9500,6500,6.0,110,200,10.8,0,4154,400,https://www.seat.com.tr
Seat,Arona,1.0 EcoTSI Xperience,SUV,Benzin,Otomatik,Şehir/Lüks,1700000,4.0,4.2,3.2,4.0,4.2,0,0,6000,10500,7000,6.0,110,200,10.8,0,4154,400,https://www.seat.com.tr
Seat,Arona,1.0 EcoTSI FR,SUV,Benzin,Otomatik,Şehir/Spor,1700000,4.2,4.2,3.2,3.5,4.2,0,0,6000,10500,7000,6.0,110,200,10.8,0,4154,400,https://www.seat.com.tr
Seat,Leon,1.0 eTSI Style,Hatchback,Hibrit,Otomatik,Genç/Giriş,1800000,4.0,4.5,3.5,4.0,4.2,0,0,8000,11000,7500,5.5,110,200,10.6,0,4368,380,https://www.seat.com.tr
Seat,Leon,1.0 eTSI FR,Hatchback,Hibrit,Otomatik,Genç/Spor,1950000,4.5,4.5,3.5,4.0,4.2,0,0,8000,12500,8500,5.5,110,200,10.6,0,4368,380,https://www.seat.com.tr
Seat,Ateca,1.5 TSI Xperience,SUV,Benzin,Otomatik,Aile/Konfor,2300000,4.2,4.8,4.0,4.2,4.0,0,0,9000,14000,9000,6.5,150,250,8.6,0,4381,510,https://www.seat.com.tr
Seat,Ateca,1.5 TSI FR,SUV,Benzin,Otomatik,Aile/Spor,2300000,4.5,4.8,4.0,4.0,4.0,0,0,9000,14000,9000,6.5,150,250,8.6,0,4381,510,https://www.seat.com.tr
Suzuki,Swift,1.2 Dualjet GL Techno,Hatchback,Hibrit,Otomatik,Şehir/Giriş,1350000,3.5,3.8,3.0,3.2,4.2,0,0,5000,8000,5000,5.4,83,107,12.2,0,3845,265,https://www.suzuki.com.tr
Suzuki,Swift,1.2 Dualjet GLX Premium,Hatchback,Hibrit,Otomatik,Şehir/Dolu,1450000,3.8,3.8,3.0,3.5,4.2,0,0,5000,9000,5500,5.4,83,107,12.2,0,3845,265,https://www.suzuki.com.tr
Suzuki,Vitara,1.4 Boosterjet GL Elegance,SUV,Hibrit,Otomatik,Arazi/Giriş,1750000,3.8,4.0,3.5,3.8,4.2,0,0,7000,10500,7000,5.8,129,235,10.2,0,4175,375,https://www.suzuki.com.tr
Suzuki,Vitara,1.4 Boosterjet GLX Premium,SUV,Hibrit,Otomatik,Arazi/Dolu,1950000,4.2,4.0,3.5,4.0,4.2,0,0,7000,12000,8000,5.8,129,235,10.2,0,4175,375,https://www.suzuki.com.tr
Suzuki,S-Cross,1.4 Boosterjet GL Elegance,SUV,Hibrit,Otomatik,Aile/Giriş,1850000,3.8,4.2,3.5,3.8,4.0,0,0,7500,11000,7500,6.0,129,235,10.2,0,4300,430,https://www.suzuki.com.tr
Suzuki,S-Cross,1.4 Boosterjet GLX Premium,SUV,Hibrit,Otomatik,Aile/Dolu,2050000,4.2,4.2,3.5,4.0,4.0,0,0,7500,12500,8500,6.0,129,235,10.2,0,4300,430,https://www.suzuki.com.tr
Suzuki,Jimny,1.5 GLX,SUV,Benzin,Otomatik,Arazi/Keyif,2100000,3.0,3.5,3.0,2.5,4.5,0,0,8000,12000,8000,7.5,102,130,14.0,0,3645,85,https://www.suzuki.com.tr
DS,DS 4,1.5 BlueHDi Trocadero,Hatchback,Dizel,Otomatik,Tasarım/Giriş,2500000,4.8,4.8,3.8,4.8,3.8,0,0,10000,16000,10000,4.8,130,300,10.9,0,4400,430,https://www.dsautomobiles.com.tr
DS,DS 4,1.5 BlueHDi Opera,Hatchback,Dizel,Otomatik,Tasarım/Lüks,2800000,5.0,4.8,3.8,5.0,3.8,0,0,10000,18000,11000,4.8,130,300,10.9,0,4400,430,https://www.dsautomobiles.com.tr
DS,DS 7,1.5 BlueHDi Opera,SUV,Dizel,Otomatik,Lüks/Dizel,3300000,5.0,5.0,4.0,5.0,3.5,0,0,12000,22000,13000,5.6,130,300,11.9,0,4573,555,https://www.dsautomobiles.com.tr
DS,DS 7,E-Tense 225 Opera,SUV,Plug-in Hibrit,Otomatik,Lüks/Hibrit,3800000,5.0,5.0,4.5,5.0,3.5,15.0,4.5,15000,25000,15000,1.5,225,360,8.9,60,4573,555,https://www.dsautomobiles.com.tr
